"hotel","landmark","distance_m","duration_m"
"Hotel 9 små hjem","Kongens Nytorv",2191.6,26.4266666666667
"Axel Guldsmeden","Kongens Nytorv",1995.8,24.0266666666667
"Hotel Sanders","Kongens Nytorv",343.6,4.11666666666667
"the Socialist","Kongens Nytorv",328.4,4.00166666666667
"CitizenM Rådhuspladsen","Kongens Nytorv",1424.5,17.115
"Good Morning City Copenhagen Star","Kongens Nytorv",2027.9,24.4083333333333
"Wakeup Bernstorffsgade","Kongens Nytorv",1957.1,23.6616666666667
"Turist Hotellet","Kongens Nytorv",2014.4,24.2533333333333
"Annex Copenhagen","Kongens Nytorv",2112.4,25.4533333333333
"Coco Hotel","Kongens Nytorv",2163.9,26.065
"Villa Copenhagen","Kongens Nytorv",1671.3,20.3083333333333
"Bryggen Guldesmeden Hotels","Kongens Nytorv",2712.8,32.71
"Kanalhuset","Kongens Nytorv",1393.2,16.7133333333333
"Go Hotel City","Kongens Nytorv",3751.3,45.0583333333333
"Four Points Flex by Sheraton Copenhagen Arena","Kongens Nytorv",6810.3,82.2516666666667
"Eric Vökel Boutique Apartments","Kongens Nytorv",2070,25.115
"A-Hotels City","Kongens Nytorv",2140.2,25.7833333333333
"Scandic Webers Hotel","Kongens Nytorv",1888.5,22.7716666666667
"Zoku Copenhagen","Kongens Nytorv",3112.8,37.8683333333333
"Scandic Nørreport","Kongens Nytorv",1155.4,14.0266666666667
"25Hours","Kongens Nytorv",782.4,9.37333333333333
"Apēron Apartment Hotel","Kongens Nytorv",925,11.0783333333333
"Ibis Styles Copenhagen Ørestad","Kongens Nytorv",5503.8,66.5616666666667
"CPH Hotel","Kongens Nytorv",2153.6,26.115
"Brik Apartment Hotel","Kongens Nytorv",3394.3,41.2433333333333
"Hotel Bethel","Kongens Nytorv",371.6,4.44666666666667
"Hotel Bella Grande","Kongens Nytorv",1385.9,16.6583333333333
"25hours Hotel Paper Island","Kongens Nytorv",1179.9,14.1583333333333
"Crowne Plaza Copenhagen Towers","Kongens Nytorv",6820.5,82.375
"Cabinn City","Frederiks Kirke",2330.3,28.3283333333333
"Cab-Inn","Frederiks Kirke",3144.4,38.0366666666667
"Cab-Inn Scandinavia","Frederiks Kirke",2905.6,35.02
"Scandic Front","Frederiks Kirke",692.9,8.36166666666667
"The Square","Frederiks Kirke",2012.8,24.235
"Copenhagen Strand","Frederiks Kirke",1143.4,13.83
"Copenhagen Island","Frederiks Kirke",3383.4,40.9433333333333
"Comfort Hotel Vesterbro","Frederiks Kirke",2598.2,31.3733333333333
"Ibsens Hotel","Frederiks Kirke",1952,23.6016666666667
"DGI-byens Hotel","Frederiks Kirke",2786.1,33.7616666666667
"Savoy","Frederiks Kirke",2769.8,33.425
"Avenue","Frederiks Kirke",3090.5,37.39
"Hotel Sankt Annæ","Frederiks Kirke",629.8,7.60333333333333
"Phoenix Copenhagen","Frederiks Kirke",315.3,3.84
"Hotel Christian IV","Frederiks Kirke",559.6,6.83333333333333
"Best Western Plus Airport Hotel Copenhagen","Frederiks Kirke",7483.8,90.1783333333333
"Ansgar","Frederiks Kirke",2655.2,32.1966666666667
"Løven","Frederiks Kirke",2730.3,32.955
"Tiffany","Frederiks Kirke",2682.1,32.52
"Go Hotel Saga","Frederiks Kirke",2654.9,32.025
"Hotel Du Nord","Frederiks Kirke",2593.9,31.295
"Hebron","Frederiks Kirke",2558.5,30.9
"City Hotel Nebo","Frederiks Kirke",2565.3,30.9533333333333
"Comfort Hotel Excelsior","Frederiks Kirke",2532,30.5533333333333
"Andersen Hotel","Frederiks Kirke",2643.5,31.9183333333333
"Mercur Hotel","Frederiks Kirke",2467.2,29.7716666666667
"Richmond Hotel","Frederiks Kirke",2340.5,28.15
"Kong Arthur","Frederiks Kirke",2165.4,26.155
"Comfort Hotel Esplanaden","Frederiks Kirke",432,5.20666666666667
"Adina Hotel Copenhagen","Frederiks Kirke",1727.5,20.7966666666667
"Hotel SP34","Frederiks Kirke",2022.6,24.2783333333333
"Hotel West","Frederiks Kirke",3114.8,37.59
"Central Hotel & Cafe","Frederiks Kirke",3101.7,37.495
"Hotel Bethel","Frederiks Kirke",884.5,10.7233333333333
"Hotel Maritime","Frederiks Kirke",1024.1,12.4
"Hotel City","Frederiks Kirke",1028.5,12.4533333333333
"Hotel Amager","Frederiks Kirke",2788.2,34.1916666666667
"CPH Living","Frederiks Kirke",2256.2,27.3216666666667
"Rent a Room","Frederiks Kirke",2484.1,30.45
"Scandic Palace Hotel","Frederiks Kirke",1833.7,22.0566666666667
"Rye115","Frederiks Kirke",2024.1,24.3033333333333
"Carlton Guldsmeden","Frederiks Kirke",3044.1,36.775
"Cottage Farm","Frederiks Kirke",12908.8,155.926666666667
"Livjæger Hotel Pension","Frederiks Kirke",1683.7,20.2716666666667
"Church of Scientology Hotel","Frederiks Kirke",2624.6,31.6566666666667
"Babette Guldsmeden Hotel","Frederiks Kirke",437.4,5.27166666666667
"Manon les Suites","Frederiks Kirke",2429,29.2466666666667
"Imperial","Frederiks Kirke",2390.4,28.9166666666667
"Guldsmeden København","Frederiks Kirke",3028.5,36.5883333333333
"Absalon Hotel","Frederiks Kirke",2661.7,32.105
"Four Points Flex by Sheraton Copenhagen City","Frederiks Kirke",2681,32.3683333333333
"Ascot Hotel","Frederiks Kirke",2108.7,25.4083333333333
"Hotel Alexandra","Frederiks Kirke",2073.5,24.92
"MS Mary","Frederiks Kirke",969.5,11.74
"Hotel 9 små hjem","Frederiks Kirke",1656.9,19.9516666666667
"Axel Guldsmeden","Frederiks Kirke",2593.8,31.2933333333333
"Hotel Sanders","Frederiks Kirke",870.6,10.63
"the Socialist","Frederiks Kirke",969.1,11.745
"CitizenM Rådhuspladsen","Frederiks Kirke",2022.5,24.3816666666667
"Good Morning City Copenhagen Star","Frederiks Kirke",2625.9,31.675
"Wakeup Bernstorffsgade","Frederiks Kirke",2603.9,31.6066666666667
"Turist Hotellet","Frederiks Kirke",2612.4,31.52
"Annex Copenhagen","Frederiks Kirke",2710.3,32.72
"Coco Hotel","Frederiks Kirke",2761.8,33.3316666666667
"Villa Copenhagen","Frederiks Kirke",2303.5,27.9516666666667
"Bryggen Guldesmeden Hotels","Frederiks Kirke",3359.6,40.655
"Kanalhuset","Frederiks Kirke",1885.8,22.7483333333333
"Go Hotel City","Frederiks Kirke",4243.9,51.0933333333333
"Four Points Flex by Sheraton Copenhagen Arena","Frederiks Kirke",7457.1,90.1966666666667
"Eric Vökel Boutique Apartments","Frederiks Kirke",2702.2,32.7583333333333
"A-Hotels City","Frederiks Kirke",2738.2,33.05
"Scandic Webers Hotel","Frederiks Kirke",2486.5,30.0383333333333
"Zoku Copenhagen","Frederiks Kirke",3759.6,45.8133333333333
"Scandic Nørreport","Frederiks Kirke",1548.7,18.7383333333333
"25Hours","Frederiks Kirke",1180,14.2
"Apēron Apartment Hotel","Frederiks Kirke",1317.5,15.8733333333333
"Ibis Styles Copenhagen Ørestad","Frederiks Kirke",6150.7,74.5066666666667
"CPH Hotel","Frederiks Kirke",2785.8,33.7583333333333
"Brik Apartment Hotel","Frederiks Kirke",3954.5,47.5283333333333
"Hotel Bethel","Frederiks Kirke",867.3,10.5166666666667
"Hotel Bella Grande","Frederiks Kirke",1983.8,23.925
"25hours Hotel Paper Island","Frederiks Kirke",1672.5,20.1933333333333
"Crowne Plaza Copenhagen Towers","Frederiks Kirke",7467.3,90.32
"Cabinn City","Vor Frelsers Kirke",1757.2,21.0933333333333
"Cab-Inn","Vor Frelsers Kirke",3354.6,40.7483333333333
"Cab-Inn Scandinavia","Vor Frelsers Kirke",3175.9,38.5266666666667
"Scandic Front","Vor Frelsers Kirke",1555.8,18.73
"The Square","Vor Frelsers Kirke",2147.1,25.8
"Copenhagen Strand","Vor Frelsers Kirke",1227.9,14.835
"Copenhagen Island","Vor Frelsers Kirke",2515.8,30.1833333333333
"Comfort Hotel Vesterbro","Vor Frelsers Kirke",2707.1,32.6983333333333
"Ibsens Hotel","Vor Frelsers Kirke",2487,29.9483333333333
"DGI-byens Hotel","Vor Frelsers Kirke",2512.8,30.2083333333333
"Savoy","Vor Frelsers Kirke",2878.7,34.75
"Avenue","Vor Frelsers Kirke",3474.6,42.17
"Hotel Sankt Annæ","Vor Frelsers Kirke",1550.4,18.6666666666667
"Phoenix Copenhagen","Vor Frelsers Kirke",1748.6,21.28
"Hotel Christian IV","Vor Frelsers Kirke",1931.3,23.4066666666667
"Best Western Plus Airport Hotel Copenhagen","Vor Frelsers Kirke",5694.9,68.7633333333333
"Ansgar","Vor Frelsers Kirke",2381.9,28.6433333333333
"Løven","Vor Frelsers Kirke",2839.2,34.28
"Tiffany","Vor Frelsers Kirke",2408.9,28.9666666666667
"Go Hotel Saga","Vor Frelsers Kirke",2478.9,29.805
"Hotel Du Nord","Vor Frelsers Kirke",2460,29.8283333333333
"Hebron","Vor Frelsers Kirke",2616.9,31.7083333333333
"City Hotel Nebo","Vor Frelsers Kirke",2398.2,29.0883333333333
"Comfort Hotel Excelsior","Vor Frelsers Kirke",2521.9,30.57
"Andersen Hotel","Vor Frelsers Kirke",2531.9,30.69
"Mercur Hotel","Vor Frelsers Kirke",2640.2,31.8683333333333
"Richmond Hotel","Vor Frelsers Kirke",2610.8,31.6566666666667
"Kong Arthur","Vor Frelsers Kirke",2722.5,32.8
"Comfort Hotel Esplanaden","Vor Frelsers Kirke",2306.1,28.0233333333333
"Adina Hotel Copenhagen","Vor Frelsers Kirke",3525.6,42.265
"Hotel SP34","Vor Frelsers Kirke",2292.9,27.785
"Hotel West","Vor Frelsers Kirke",3223.7,38.915
"Central Hotel & Cafe","Vor Frelsers Kirke",3246.9,39.1916666666667
"Hotel Bethel","Vor Frelsers Kirke",1298.7,15.5816666666667
"Hotel Maritime","Vor Frelsers Kirke",1249.4,15.0916666666667
"Hotel City","Vor Frelsers Kirke",1244.9,15.0383333333333
"Hotel Amager","Vor Frelsers Kirke",973,11.94
"CPH Living","Vor Frelsers Kirke",1065.8,12.8266666666667
"Rent a Room","Vor Frelsers Kirke",668.9,8.19833333333333
"Scandic Palace Hotel","Vor Frelsers Kirke",1922.3,23.2183333333333
"Rye115","Vor Frelsers Kirke",3879.8,46.9116666666667
"Carlton Guldsmeden","Vor Frelsers Kirke",3153,38.1
"Cottage Farm","Vor Frelsers Kirke",11105.9,133.766666666667
"Livjæger Hotel Pension","Vor Frelsers Kirke",3558.6,43.07
"Church of Scientology Hotel","Vor Frelsers Kirke",2733.5,32.9816666666667
"Babette Guldsmeden Hotel","Vor Frelsers Kirke",2311.5,28.0883333333333
"Manon les Suites","Vor Frelsers Kirke",2699.3,32.7533333333333
"Imperial","Vor Frelsers Kirke",2535.6,30.6133333333333
"Guldsmeden København","Vor Frelsers Kirke",3137.5,37.9133333333333
"Absalon Hotel","Vor Frelsers Kirke",2498.4,30.2883333333333
"Four Points Flex by Sheraton Copenhagen City","Vor Frelsers Kirke",2524.4,30.6
"Ascot Hotel","Vor Frelsers Kirke",2308.7,27.9683333333333
"Hotel Alexandra","Vor Frelsers Kirke",2214.3,26.8033333333333
"MS Mary","Vor Frelsers Kirke",1460.2,17.55
"Hotel 9 små hjem","Vor Frelsers Kirke",3531.8,42.75
"Axel Guldsmeden","Vor Frelsers Kirke",2460.2,29.83
"Hotel Sanders","Vor Frelsers Kirke",1218.3,14.7583333333333
"the Socialist","Vor Frelsers Kirke",1168.8,14.2033333333333
"CitizenM Rådhuspladsen","Vor Frelsers Kirke",2164.6,26.2083333333333
"Good Morning City Copenhagen Star","Vor Frelsers Kirke",2462.6,29.8583333333333
"Wakeup Bernstorffsgade","Vor Frelsers Kirke",1946.1,23.3583333333333
"Turist Hotellet","Vor Frelsers Kirke",2420.6,29.355
"Annex Copenhagen","Vor Frelsers Kirke",2572.9,30.93
"Coco Hotel","Vor Frelsers Kirke",2870.8,34.6566666666667
"Villa Copenhagen","Vor Frelsers Kirke",2030.2,24.3983333333333
"Bryggen Guldesmeden Hotels","Vor Frelsers Kirke",1737.6,21.175
"Kanalhuset","Vor Frelsers Kirke",319.7,3.82666666666667
"Go Hotel City","Vor Frelsers Kirke",2624.1,31.7733333333333
"Four Points Flex by Sheraton Copenhagen Arena","Vor Frelsers Kirke",5654.2,68.0366666666667
"Eric Vökel Boutique Apartments","Vor Frelsers Kirke",2428.9,29.205
"A-Hotels City","Vor Frelsers Kirke",2830.2,34.2616666666667
"Scandic Webers Hotel","Vor Frelsers Kirke",2595.4,31.3633333333333
"Zoku Copenhagen","Vor Frelsers Kirke",1956.7,23.6533333333333
"Scandic Nørreport","Vor Frelsers Kirke",2113.4,25.4766666666667
"25Hours","Vor Frelsers Kirke",1732.7,20.9183333333333
"Apēron Apartment Hotel","Vor Frelsers Kirke",1896.1,22.845
"Ibis Styles Copenhagen Ørestad","Vor Frelsers Kirke",4347.7,52.3466666666667
"CPH Hotel","Vor Frelsers Kirke",2512.5,30.205
"Brik Apartment Hotel","Vor Frelsers Kirke",2225.9,26.9366666666667
"Hotel Bethel","Vor Frelsers Kirke",1316,15.7883333333333
"Hotel Bella Grande","Vor Frelsers Kirke",2127.6,25.7716666666667
"25hours Hotel Paper Island","Vor Frelsers Kirke",994.9,11.915
"Crowne Plaza Copenhagen Towers","Vor Frelsers Kirke",5664.4,68.16
"Cabinn City","Ny Carlsberg Glyptotek",391.6,4.91333333333333
"Cab-Inn","Ny Carlsberg Glyptotek",1756.6,21.29
"Cab-Inn Scandinavia","Ny Carlsberg Glyptotek",1630.2,19.76
"Scandic Front","Ny Carlsberg Glyptotek",1876,22.7183333333333
"The Square","Ny Carlsberg Glyptotek",545.3,6.565
"Copenhagen Strand","Ny Carlsberg Glyptotek",1536.1,18.4833333333333
"Copenhagen Island","Ny Carlsberg Glyptotek",1529.3,18.6733333333333
"Comfort Hotel Vesterbro","Ny Carlsberg Glyptotek",1052.4,12.7566666666667
"Ibsens Hotel","Ny Carlsberg Glyptotek",1625.6,19.6416666666667
"DGI-byens Hotel","Ny Carlsberg Glyptotek",795.2,9.585
"Savoy","Ny Carlsberg Glyptotek",1224.2,14.7566666666667
"Avenue","Ny Carlsberg Glyptotek",1941.8,23.5916666666667
"Hotel Sankt Annæ","Ny Carlsberg Glyptotek",1811,22.0433333333333
"Phoenix Copenhagen","Ny Carlsberg Glyptotek",1738.6,21.2183333333333
"Hotel Christian IV","Ny Carlsberg Glyptotek",1822.4,22.095
"Best Western Plus Airport Hotel Copenhagen","Ny Carlsberg Glyptotek",6807.7,82.05
"Ansgar","Ny Carlsberg Glyptotek",664.3,8.02
"Løven","Ny Carlsberg Glyptotek",1184.7,14.2866666666667
"Tiffany","Ny Carlsberg Glyptotek",691.3,8.34333333333333
"Go Hotel Saga","Ny Carlsberg Glyptotek",761.3,9.18166666666667
"Hotel Du Nord","Ny Carlsberg Glyptotek",804.3,9.69
"Hebron","Ny Carlsberg Glyptotek",961.2,11.57
"City Hotel Nebo","Ny Carlsberg Glyptotek",742.5,8.95
"Comfort Hotel Excelsior","Ny Carlsberg Glyptotek",866.2,10.4316666666667
"Andersen Hotel","Ny Carlsberg Glyptotek",876.2,10.5516666666667
"Mercur Hotel","Ny Carlsberg Glyptotek",1017.6,12.315
"Richmond Hotel","Ny Carlsberg Glyptotek",1063.9,12.875
"Kong Arthur","Ny Carlsberg Glyptotek",1783.6,21.54
"Comfort Hotel Esplanaden","Ny Carlsberg Glyptotek",2296.1,27.9616666666667
"Adina Hotel Copenhagen","Ny Carlsberg Glyptotek",3499.6,42.3883333333333
"Hotel SP34","Ny Carlsberg Glyptotek",873.3,10.4883333333333
"Hotel West","Ny Carlsberg Glyptotek",1569.2,18.9216666666667
"Central Hotel & Cafe","Ny Carlsberg Glyptotek",1624.3,19.6383333333333
"Hotel Bethel","Ny Carlsberg Glyptotek",1618.9,19.57
"Hotel Maritime","Ny Carlsberg Glyptotek",1470.3,17.7566666666667
"Hotel City","Ny Carlsberg Glyptotek",1474.7,17.81
"Hotel Amager","Ny Carlsberg Glyptotek",2138.1,25.8533333333333
"CPH Living","Ny Carlsberg Glyptotek",913.2,11.0283333333333
"Rent a Room","Ny Carlsberg Glyptotek",1953.5,23.645
"Scandic Palace Hotel","Ny Carlsberg Glyptotek",513.6,6.28166666666667
"Rye115","Ny Carlsberg Glyptotek",3556.3,42.7883333333333
"Carlton Guldsmeden","Ny Carlsberg Glyptotek",1498.5,18.1066666666667
"Cottage Farm","Ny Carlsberg Glyptotek",12002.1,144.416666666667
"Livjæger Hotel Pension","Ny Carlsberg Glyptotek",3449.7,41.7583333333333
"Church of Scientology Hotel","Ny Carlsberg Glyptotek",1093.3,13.2166666666667
"Babette Guldsmeden Hotel","Ny Carlsberg Glyptotek",2301.5,28.0266666666667
"Manon les Suites","Ny Carlsberg Glyptotek",1153.6,13.9866666666667
"Imperial","Ny Carlsberg Glyptotek",913,11.06
"Guldsmeden København","Ny Carlsberg Glyptotek",1482.9,17.92
"Absalon Hotel","Ny Carlsberg Glyptotek",842.6,10.15
"Four Points Flex by Sheraton Copenhagen City","Ny Carlsberg Glyptotek",868.6,10.4616666666667
"Ascot Hotel","Ny Carlsberg Glyptotek",750,9.08333333333333
"Hotel Alexandra","Ny Carlsberg Glyptotek",655.5,7.91833333333333
"MS Mary","Ny Carlsberg Glyptotek",1780.4,21.5383333333333
"Hotel 9 små hjem","Ny Carlsberg Glyptotek",3423,41.4383333333333
"Axel Guldsmeden","Ny Carlsberg Glyptotek",804.4,9.69166666666667
"Hotel Sanders","Ny Carlsberg Glyptotek",1369.2,16.5466666666667
"the Socialist","Ny Carlsberg Glyptotek",1093.1,13.355
"CitizenM Rådhuspladsen","Ny Carlsberg Glyptotek",605.8,7.32333333333333
"Good Morning City Copenhagen Star","Ny Carlsberg Glyptotek",790.4,9.53166666666667
"Wakeup Bernstorffsgade","Ny Carlsberg Glyptotek",712.1,8.75
"Turist Hotellet","Ny Carlsberg Glyptotek",764.8,9.21666666666667
"Annex Copenhagen","Ny Carlsberg Glyptotek",855.4,10.3066666666667
"Coco Hotel","Ny Carlsberg Glyptotek",1216.2,14.6633333333333
"Villa Copenhagen","Ny Carlsberg Glyptotek",312.7,3.775
"Bryggen Guldesmeden Hotels","Ny Carlsberg Glyptotek",1822.7,21.9216666666667
"Kanalhuset","Ny Carlsberg Glyptotek",1912.6,23.0283333333333
"Go Hotel City","Ny Carlsberg Glyptotek",3979.2,48.0583333333333
"Four Points Flex by Sheraton Copenhagen Arena","Ny Carlsberg Glyptotek",6145.8,73.8433333333333
"Eric Vökel Boutique Apartments","Ny Carlsberg Glyptotek",711.4,8.58166666666667
"A-Hotels City","Ny Carlsberg Glyptotek",1140.3,13.7216666666667
"Scandic Webers Hotel","Ny Carlsberg Glyptotek",940.7,11.4216666666667
"Zoku Copenhagen","Ny Carlsberg Glyptotek",2803.4,33.67
"Scandic Nørreport","Ny Carlsberg Glyptotek",1456.9,17.9183333333333
"25Hours","Ny Carlsberg Glyptotek",1285,15.5983333333333
"Apēron Apartment Hotel","Ny Carlsberg Glyptotek",1444.6,17.5066666666667
"Ibis Styles Copenhagen Ørestad","Ny Carlsberg Glyptotek",4840,58.1583333333333
"CPH Hotel","Ny Carlsberg Glyptotek",795,9.58166666666667
"Brik Apartment Hotel","Ny Carlsberg Glyptotek",3580.9,43.2216666666667
"Hotel Bethel","Ny Carlsberg Glyptotek",1636.2,19.7766666666667
"Hotel Bella Grande","Ny Carlsberg Glyptotek",708.1,8.475
"25hours Hotel Paper Island","Ny Carlsberg Glyptotek",2354.5,28.3466666666667
"Crowne Plaza Copenhagen Towers","Ny Carlsberg Glyptotek",6156,73.9666666666667
"Cabinn City","Peblinge Sø",1911.2,23.445
"Cab-Inn","Peblinge Sø",1235.2,15.0083333333333
"Cab-Inn Scandinavia","Peblinge Sø",758.5,9.305
"Scandic Front","Peblinge Sø",2300.4,28.8233333333333
"The Square","Peblinge Sø",1062.4,13.0516666666667
"Copenhagen Strand","Peblinge Sø",2473.3,30.0016666666667
"Copenhagen Island","Peblinge Sø",2876.4,34.845
"Comfort Hotel Vesterbro","Peblinge Sø",1474.8,17.9166666666667
"Ibsens Hotel","Peblinge Sø",438.4,5.43833333333333
"DGI-byens Hotel","Peblinge Sø",1956,23.6783333333333
"Savoy","Peblinge Sø",1470.5,17.9016666666667
"Avenue","Peblinge Sø",1040.2,12.7483333333333
"Hotel Sankt Annæ","Peblinge Sø",2193.7,27.5116666666667
"Phoenix Copenhagen","Peblinge Sø",2121.3,26.6866666666667
"Hotel Christian IV","Peblinge Sø",1732.9,21.905
"Best Western Plus Airport Hotel Copenhagen","Peblinge Sø",8217.9,99.1983333333333
"Ansgar","Peblinge Sø",1675.9,20.2933333333333
"Løven","Peblinge Sø",1431,17.4316666666667
"Tiffany","Peblinge Sø",1648.9,19.97
"Go Hotel Saga","Peblinge Sø",1548,18.7616666666667
"Hotel Du Nord","Peblinge Sø",1487,18.0316666666667
"Hebron","Peblinge Sø",1450.7,17.6283333333333
"City Hotel Nebo","Peblinge Sø",1488.2,18.2133333333333
"Comfort Hotel Excelsior","Peblinge Sø",1425.1,17.29
"Andersen Hotel","Peblinge Sø",1535.7,18.6466666666667
"Mercur Hotel","Peblinge Sø",968.5,11.8533333333333
"Richmond Hotel","Peblinge Sø",731.6,8.98
"Kong Arthur","Peblinge Sø",302.1,3.80666666666667
"Comfort Hotel Esplanaden","Peblinge Sø",2430.1,30.2216666666667
"Adina Hotel Copenhagen","Peblinge Sø",3018.9,37.31
"Hotel SP34","Peblinge Sø",808.9,10.1066666666667
"Hotel West","Peblinge Sø",1772.2,21.585
"Central Hotel & Cafe","Peblinge Sø",1636.9,19.9266666666667
"Hotel Bethel","Peblinge Sø",2182.6,27.3483333333333
"Hotel Maritime","Peblinge Sø",2352.3,28.585
"Hotel City","Peblinge Sø",2356.8,28.6383333333333
"Hotel Amager","Peblinge Sø",3548.3,43.0016666666667
"CPH Living","Peblinge Sø",2227.5,27.3916666666667
"Rent a Room","Peblinge Sø",3284.4,40.1066666666667
"Scandic Palace Hotel","Peblinge Sø",1201.4,14.9416666666667
"Rye115","Peblinge Sø",2018.2,25.15
"Carlton Guldsmeden","Peblinge Sø",1696.5,20.6766666666667
"Cottage Farm","Peblinge Sø",13433.4,161.923333333333
"Livjæger Hotel Pension","Peblinge Sø",2400,29.7966666666667
"Church of Scientology Hotel","Peblinge Sø",1333.9,16.2366666666667
"Babette Guldsmeden Hotel","Peblinge Sø",2424.7,30.1566666666667
"Manon les Suites","Peblinge Sø",455.8,5.645
"Imperial","Peblinge Sø",1063.9,12.9966666666667
"Guldsmeden København","Peblinge Sø",1681,20.49
"Absalon Hotel","Peblinge Sø",1554.7,18.8416666666667
"Four Points Flex by Sheraton Copenhagen City","Peblinge Sø",1573.2,19.0966666666667
"Ascot Hotel","Peblinge Sø",986.9,12.1133333333333
"Hotel Alexandra","Peblinge Sø",952.2,11.6983333333333
"MS Mary","Peblinge Sø",2277.9,28.5566666666667
"Hotel 9 små hjem","Peblinge Sø",2087.4,26.055
"Axel Guldsmeden","Peblinge Sø",1486.9,18.03
"Hotel Sanders","Peblinge Sø",2157.5,26.215
"the Socialist","Peblinge Sø",1786.2,21.7383333333333
"CitizenM Rådhuspladsen","Peblinge Sø",1001.9,12.2933333333333
"Good Morning City Copenhagen Star","Peblinge Sø",1518.9,18.4116666666667
"Wakeup Bernstorffsgade","Peblinge Sø",2122.2,25.9733333333333
"Turist Hotellet","Peblinge Sø",1535.3,18.78
"Annex Copenhagen","Peblinge Sø",1602.6,19.4483333333333
"Coco Hotel","Peblinge Sø",1462.5,17.8083333333333
"Villa Copenhagen","Peblinge Sø",1654.1,20.2733333333333
"Bryggen Guldesmeden Hotels","Peblinge Sø",3254.1,39.4283333333333
"Kanalhuset","Peblinge Sø",2951.2,35.82
"Go Hotel City","Peblinge Sø",5239.6,63.6816666666667
"Four Points Flex by Sheraton Copenhagen Arena","Peblinge Sø",7577.1,91.35
"Eric Vökel Boutique Apartments","Peblinge Sø",1678.7,20.4933333333333
"A-Hotels City","Peblinge Sø",1438.8,17.5266666666667
"Scandic Webers Hotel","Peblinge Sø",1378.7,16.7666666666667
"Zoku Copenhagen","Peblinge Sø",4234.7,51.1766666666667
"Scandic Nørreport","Peblinge Sø",839.9,10.3083333333333
"25Hours","Peblinge Sø",1269,15.505
"Apēron Apartment Hotel","Peblinge Sø",1072.8,13.1566666666667
"Ibis Styles Copenhagen Ørestad","Peblinge Sø",6271.4,75.665
"CPH Hotel","Peblinge Sø",1955.8,23.675
"Brik Apartment Hotel","Peblinge Sø",4841.3,58.845
"Hotel Bethel","Peblinge Sø",2165.3,27.1416666666667
"Hotel Bella Grande","Peblinge Sø",964.3,12.0333333333333
"25hours Hotel Paper Island","Peblinge Sø",2973.6,36.8533333333333
"Crowne Plaza Copenhagen Towers","Peblinge Sø",7587.3,91.4733333333333
"Cabinn City","Kastellet",3099.4,37.58
"Cab-Inn","Kastellet",3908.5,47.5633333333333
"Cab-Inn Scandinavia","Kastellet",3526.9,42.8983333333333
"Scandic Front","Kastellet",1388.9,16.6766666666667
"The Square","Kastellet",2839.5,34.2066666666667
"Copenhagen Strand","Kastellet",1883.9,22.71
"Copenhagen Island","Kastellet",4152.5,50.195
"Comfort Hotel Vesterbro","Kastellet",3424.9,41.345
"Ibsens Hotel","Kastellet",2560.8,31.0466666666667
"DGI-byens Hotel","Kastellet",3569.8,43.315
"Savoy","Kastellet",3596.5,43.3966666666667
"Avenue","Kastellet",3699.4,44.835
"Hotel Sankt Annæ","Kastellet",1379.4,16.53
"Phoenix Copenhagen","Kastellet",1084.4,13.0916666666667
"Hotel Christian IV","Kastellet",1381,16.6116666666667
"Best Western Plus Airport Hotel Copenhagen","Kastellet",8019.9,96.4416666666667
"Ansgar","Kastellet",3438.9,41.75
"Løven","Kastellet",3557,42.9266666666667
"Tiffany","Kastellet",3465.9,42.0733333333333
"Go Hotel Saga","Kastellet",3481.6,41.9966666666667
"Hotel Du Nord","Kastellet",3420.6,41.2666666666667
"Hebron","Kastellet",3385.2,40.8716666666667
"City Hotel Nebo","Kastellet",3391.9,40.925
"Comfort Hotel Excelsior","Kastellet",3358.7,40.525
"Andersen Hotel","Kastellet",3470.2,41.89
"Mercur Hotel","Kastellet",3231.5,39.3016666666667
"Richmond Hotel","Kastellet",3010.2,36.7083333333333
"Kong Arthur","Kastellet",2774.2,33.6
"Comfort Hotel Esplanaden","Kastellet",526.9,6.34833333333333
"Adina Hotel Copenhagen","Kastellet",835.8,10.0483333333333
"Hotel SP34","Kastellet",2799.7,34.135
"Hotel West","Kastellet",3941.4,47.5616666666667
"Central Hotel & Cafe","Kastellet",3928.3,47.4666666666667
"Hotel Bethel","Kastellet",1597.5,19.2766666666667
"Hotel Maritime","Kastellet",1793.2,21.6516666666667
"Hotel City","Kastellet",1797.6,21.705
"Hotel Amager","Kastellet",3557.3,43.4433333333333
"CPH Living","Kastellet",3025.3,36.5733333333333
"Rent a Room","Kastellet",3253.2,39.7016666666667
"Scandic Palace Hotel","Kastellet",2623,31.7133333333333
"Rye115","Kastellet",2009.3,24.0616666666667
"Carlton Guldsmeden","Kastellet",3870.7,46.7466666666667
"Cottage Farm","Kastellet",13677.9,165.178333333333
"Livjæger Hotel Pension","Kastellet",1404.9,16.83
"Church of Scientology Hotel","Kastellet",3451.3,41.6283333333333
"Babette Guldsmeden Hotel","Kastellet",521.5,6.28333333333333
"Manon les Suites","Kastellet",3064.4,37.3583333333333
"Imperial","Kastellet",3217.1,38.8883333333333
"Guldsmeden København","Kastellet",3855.2,46.56
"Absalon Hotel","Kastellet",3488.3,42.0766666666667
"Four Points Flex by Sheraton Copenhagen City","Kastellet",3507.7,42.34
"Ascot Hotel","Kastellet",2936.8,35.4316666666667
